Category,Question,Answer
--Projektablauf auf Kostenbasis (AZK),"Was passiert mit den Fördermitteln, die im aktuellen Kalenderjahr nicht abgerufen worden sind bzw. wenn ein Mehrbedarf besteht?","In der Regel besteht die Möglichkeit, nicht benötigte Mittel in die Folgejahre zu verschieben. Dafür ist eine zeitnahe Mitteilung an den Projektträger erforderlich. Ein Mehr- oder Minderbedarf an …"
--Projektablauf auf Kostenbasis (AZK),"Was passiert mit Mitteln, die nicht abgerufen oder ausgegeben werden?","Sie können über Easy-Online in den Haushaltsdaten einen Antrag auf Mittelumwidmung stellen. Der ist soll ausreichend zu begründen werden. Wird dem Antrag zugestimmt, erhalten Sie einen …"
--Projektablauf auf Kostenbasis (AZK),"Was passiert, wenn die Kosten/Ausgaben beim Mittelabruf in der falschen Kategorie abgerechnet wurden?","Im Laufe des Projektes aufgetretene Fehler in der Zuordnung können mit den Zwischennachweisen und spätestens mit dem Verwendungsnachweis noch korrigiert werden, da hier alle Kosten/Ausgaben des …"
--Projektablauf auf Kostenbasis (AZK),Welche Kosten/Ausgaben können bei der Inflationsausgeichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
--Projektablauf auf Kostenbasis (AZK),Welche Projektbeteiligten dürfen Reisekosten abrechnen?,"In Vorhaben, die auf Kostenbasis abrechnen, sind nur für im Projekt beteiligte und in den Personalkosten abgerechnete Mitarbeitende projektbezogene Reisen abrechenbar. In Vorhaben auf Ausgabenbasis …"
--Projektablauf auf Kostenbasis (AZK),Welche Reisen können im Projekt abgerechnet werden?,"Ausgaben/Kosten für Reisen, die in unmittelbarem Projektkontext stehen und für das Vorhaben erforderlich sind, können als förderfähige Ausgaben/Kosten geltend gemacht werden. Bei Anträgen von …"
--Projektablauf auf Kostenbasis (AZK),Wie benachrichtige ich den Projektträger bei einem verzögerten Projektstart?,"Sollte es im Vorhaben zu Verzögerungen nach Projektstart kommen, sollten Sie dies dem Betreuungsteam beim Projektträger per E-Mail mitteilen. Eventuelle Verzögerungen und daraus folgende Konsequenzen …"
--Projektablauf auf Kostenbasis (AZK),"Wie geht man vor, wenn es zu Mehr- oder auch Minderkosten im Vergleich zur Vorkalkulation kommt?",Mehr- oder Minderbedarfe im Vergleich zur bewilligten Vorkalkulation/Gesamtfinanzierungsplan in den einzelnen Positionen können eigenverantwortlich bis zu einer Höhe von 20% gemanagt werden. Die …
--Projektablauf auf Kostenbasis (AZK),Wie kann ich Personen im laufenden Projekt austauschen?,"Während der Projektlaufzeit kann es notwendig sein, dass am Projekt beteiligte Mitarbeitende ausgetauscht werden müssen. Für Fördervorhaben auf Ausgabenbasis gilt: Findet der Austausch innerhalb einer …"
--Projektablauf auf Kostenbasis (AZK),Wie können Mittel von einer Ausgaben- bzw. Kostenposition in eine andere Ausgaben- bzw. Kostenposition umgewidmet werden?,"Um Ausgaben- bzw. Kostenpositionen dem aktuellen Bedarf anzupassen, kann es notwendig sein, dass eine Mittelumwidmung notwendig wird. Eine Mittelumwidmung ist zuwendungsneutral. Dies bedeutet, dass …"
--Projektablauf auf Kostenbasis (AZK),Wie können Mittel von einer Position in eine andere verschoben werden - Mittelumwidmung?,"Sie können über Easy-Online in den Haushaltsdaten einen Antrag auf Mittelumwidmung stellen. Der ist soll ausreichend zu begründen werden. Wird dem Antrag zugestimmt, erhalten Sie einen …"
--Projektablauf auf Kostenbasis (AZK),Wie müssen die im Projekt auftretenden Änderungen mitgeteilt werden?,"Wesentliche Änderungen, wie beispielsweise Überschreitung einer Ausgabenposition um mehr als 20%, Mehr- oder Minderbedarfe an Zuwendungsmitteln im aktuellen Haushaltsjahr oder wesentliche Änderungen …"
--Projektablauf auf Kostenbasis (AZK),"Wie teile ich dem Projektträger mit, dass die für das laufende Kalenderjahr bereitgestellte Zuwendungen nicht abgerufen werden kann?","Wenn Sie einschätzen, dass die für das laufende Kalenderjahr bereitgestellte Zuwendung nicht im vollen Umfang benötigt wird, teilen Sie das bitte umgehend den für Ihr Vorhaben zuständigen Bearbeitern …"
--Projektablauf auf Kostenbasis (AZK),Wird die Energiepauschale abgerechnet?,"Die Energiepauschale darf nicht im Projekt abgerechnet werden. Dem Arbeit-Gebenden entstehen keine Aufwände dafür, da er sie sich vom Finanzamt über die Steuerklärung zurückholen kann."
--Projektablauf auf Kostenbasis (AZK),Wird die Jahressonderzahlung grundsätzlich als separate Position in der Belegliste aufgeführt?,Bitte rechnen Sie die Jahressonderzahlung separat ab.Sie können die Vorlage für die Beleglisten heruntergeladen . In dieser Vorlage befindet sich eine extra Seite für die Abrechnung der …
---Zahlungsanforderung,Bis wann kann die Mittelverschiebung beantragt werden?,Eine Mittelverschiebung von nicht benötigten Mitteln im aktuellen Haushaltsjahr ist spätestens mit der letzten Zahlungsanforderung eines Kalenderjahres zu beantragen. Der Termin zur Einreichung der …
---Zahlungsanforderung,Gibt es im Formularschrank des BMBF einen Vordruck für die Zahlungsanforderung?,Im Fall einer Förderung ist das Tool profi-Online zu nutzen.
---Zahlungsanforderung,Kann die letzte Zahlungsanforderung im Kalenderjahr (Abrechnung per 3. Quartal) korrigiert werden?,Die Zahlungsanforderung des 3.Quartals ist die letzte mögliche Abrechnung von Kosten im lfd. Kalenderjahr und kann selber nicht korrigiert werden. Ihr folgt die Abrechnung des gesamten Kalenderjahres …
---Zahlungsanforderung,Kann die Position 0817 überschritten werden?,"Bei der Position 0817 handelt es sich um eine Personalausgaben-Position. Positionsüberschreitungen sind grundsätzlich möglich. Wird eine Position um bis zu 20 % überzogen, ist kein Antrag auf …"
---Zahlungsanforderung,Kann ich Teilnahmegebühren abrechnen?,"Wenn Teilnahmegebühren für Kongresse/Messen oder dergleichen bereits im Antrag angegeben und bewilligt wurden, können sie auch entsprechend abgerechnet werden. Sollte die Abstimmung im Antrag noch …"
---Zahlungsanforderung,Können auch administrativ im Projekt tätige Mitarbeitende im Projekt abgerechnet werden?,Für das Projekt administrativ tätiges Personal bzw. administrative Tätigkeiten sind grundsätzlich nicht zuwendungsfähig. Diese Tätigkeiten und das entsprechende Personal ist in der Regel bereits …
---Zahlungsanforderung,Können falsch abgerechnete Kosten mit der folgenden Abrechnung korrigiert werden?,In jeder Zahlungsanforderung (ZA) des Kalenderjahres sind immer die kumulativ angefallenen Kosten vom 01.01. bis zum Abrechnungszeitraum einzutragen. Durch die Kumulierung der Kosten werden …
---Zahlungsanforderung,Können Personalkosten untereinander umgewidmet werden?,"Von Personalkosten spricht man, wenn es sich um eine Zuwendung auf Kostenbasis (AZK) handelt. Die Personalkosten werden in der Kostenposition 0837 (Personalkosten) abgerechnet. Dies bedeutet, dass …"
---Zahlungsanforderung,Können Rechnungen unter 800 € zu einem bereits bestehenden inventarisierten Gerät gebucht werden?,"Wenn die neue Komponente (unter 800€) mit dem inventarisierten Gegenstand fest verbunden wird und somit ein Teil des inventarisierten Gegenstandes wird, kann die Rechnung in der Position 0850 mit …"
---Zahlungsanforderung,Muss eine Begründung für die Mittelverschiebung angegeben werden?,"Eine kurze Begründung zu einer notwendigen Mittelverschiebung kann innerhalb des Bemerkungsfelds des Zahlungsanforderungsformulars eingefügt werden, ist jedoch nicht zwingend erforderlich."
---Zahlungsanforderung,Sollte die Projektleitung einen profi-Online Zugang erhalten?,"Ob die Projektleitenden einen Zugang zu profi-Online erhalten sollen, ist eine interne Angelegenheit des Zuwendungsempfängers. Sofern die Projektleitenden selbst Zahlungsanforderungen …"
---Zahlungsanforderung,Verfallen nicht ausgegebene bewilligte Mitteln für das Haushaltsjahr?,Die kassenmäßige Inanspruchnahme der Zuwendungsmittel ist zunächst entsprechend den im Bescheid genannten Jahresscheiben vorgesehen. Sollte der tatsächliche Mittelbedarf von dieser vorläufigen Planung …
---Zahlungsanforderung,Warum ist die Erstellung einer Zahlungsanforderung trotz eines existierenden profi-Online Zugangs nicht möglich?,Beim Abrufverfahren ist ein profi-Online Zugriff allein nicht ausreichend. Zusätzlich dazu muss der Nutzer/ die Nutzerin die Rolle „profi-Online-Benutzerverwaltung“ beantragen und dafür freigeschaltet …
---Zahlungsanforderung,"Was kann in der Zahlungsanforderung zum 3. Quartal abgerechnet werden, wenn nicht alle Daten für den Abrechnungszeitraum verfügbar sind?","Sie können nur das abrechnen, was Ihnen als Abrechnungen bzw. an Rechnungsunterlagen zur Verfügung stehen. Dabei ist der 15.10. das Einreichungsdatum. Es darf also nur das abgerechnet werden, was auch …"
---Zahlungsanforderung,"Was passiert mit Mitteln, die nicht abgerufen oder ausgegeben werden?","Sie können über Easy-Online in den Haushaltsdaten einen Antrag auf Mittelumwidmung stellen. Der ist soll ausreichend zu begründen werden. Wird dem Antrag zugestimmt, erhalten Sie einen …"
---Zahlungsanforderung,"Was passiert, wenn die Kosten/Ausgaben beim Mittelabruf in der falschen Kategorie abgerechnet wurden?","Im Laufe des Projektes aufgetretene Fehler in der Zuordnung können mit den Zwischennachweisen und spätestens mit dem Verwendungsnachweis noch korrigiert werden, da hier alle Kosten/Ausgaben des …"
---Zahlungsanforderung,Welche Reisen können im Projekt abgerechnet werden?,"Ausgaben/Kosten für Reisen, die in unmittelbarem Projektkontext stehen und für das Vorhaben erforderlich sind, können als förderfähige Ausgaben/Kosten geltend gemacht werden. Bei Anträgen von …"
---Zahlungsanforderung,Wie kann ich Personen im laufenden Projekt austauschen?,"Während der Projektlaufzeit kann es notwendig sein, dass am Projekt beteiligte Mitarbeitende ausgetauscht werden müssen. Für Fördervorhaben auf Ausgabenbasis gilt: Findet der Austausch innerhalb einer …"
---Zahlungsanforderung,Wie können Mittel von einer Ausgaben- bzw. Kostenposition in eine andere Ausgaben- bzw. Kostenposition umgewidmet werden?,"Um Ausgaben- bzw. Kostenpositionen dem aktuellen Bedarf anzupassen, kann es notwendig sein, dass eine Mittelumwidmung notwendig wird. Eine Mittelumwidmung ist zuwendungsneutral. Dies bedeutet, dass …"
---Zwischennachweis,An wen wir der Zwischenbericht versendet?,Der Zwischenbericht für das vorangegangene Projektjahr wird an den zuständigen Bearbeitendem (beim Projektträger) gesandt.
---Zwischennachweis,Bis wann muss der Zwischennachweis/ Zwischenbericht eingereicht werden?,Die Zwischennachweise sind bis spätestens zum 30. April des Folgejahres einzureichen. Der Projektträger erinnert in einer E-Mail am Anfang des Kalenderjahres an diesen Termin.
---Zwischennachweis,Gibt es ein Formular für Inventarliste?,Es gibt keinen Vordruck für die Inventarisierungsliste. Sie können selber eine Liste erstellen. Gerne können Sie die Belegliste auch entsprechend erweitern. Wichtig dabei ist die Zuordnung der …
---Zwischennachweis,Gibt es ein Formular für Zwischenbericht?,"Neben dem Zwischennachweis, müssen Sie das Formular für Zwischenberichte einreichen. Hier finden Sie die richtigen Formulare, je nachdem nach welcher Art Sie Fördermittel beantragen: Antrag auf …"
---Zwischennachweis,Gibt es eine jährliche Begrenzung von Zahlungsanforderungen?,Für auf Ausgabenbasis geförderte Vorhaben ist keine Begrenzung der Anzahl der Zahlungsanforderungen (ZA) vorgesehen. Aufgrund der möglichen Schätzung von Ausgaben für die folgenden 6 Wochen erscheint …
---Zwischennachweis,In welchen Zyklen können die Gelder abgerufen werden?,"""Antragstellende auf Kostenbasis rechten quartalsweise für das 1. bis 3. Quartal ab. Und zwar immer im Monat danach, d.h. z.B. das 1. Quartal wird im Monat April mit einer Zahlungsanforderung …"
---Zwischennachweis,Ist die Umwidmung in eine nicht bewilligte Position möglich?,"Die Umwidmung ist in eine nicht bewilligte Position grundsätzlich möglich. Hierfür muss ein entsprechender Umwidmungsantrag gestellt und begründet werden, der durch den Projektträger geprüft und mit …"
---Zwischennachweis,Ist eine nachträgliche Korrektur des Zwischennachweises im nächsten Jahr möglich?,"Ein Zwischennachweis kann im Nachhinein zeitnah korrigiert werden. Insbesondere bei Überzahlungen ist darauf zu achten, dass für den Betrag der Überzahlung ggf. Zinsen zu zahlen sind. Zum Ende des …"
---Zwischennachweis,Kann die Inflationsausgleichsprämie abgerechnet werden?,"Sobald eine tarifvertragliche Regelung zur Auszahlung der Inflationsausgleichsprämie (IAP) den Arbeitgeber rechtlich bindet, ist –vorbehaltlich der konkreten Ausgestaltung dieser Regelung – …"
---Zwischennachweis,Können in einem Projekt Mitarbeitende auch in anderen Projekten mitarbeiten und abgerechnet werden?,Eine in einem Projekt mitarbeitende Person an einer Hochschule kann auch in einem anderen Förderprojekt mitarbeiten. Das muss eindeutig und nachvollziehbar im Arbeitsvertrag ersichtlich sein. Die …
---Zwischennachweis,Mit welchem Stundensatz kann abgerechnet werden?,Es sind stets die Ist-Kosten anzusetzen. Im Antrag geplante Stundensätze dienen nur der Vorkalkulation und können dementsprechend bei der Abrechnung in einem gewissen Rahmen abweichen.
---Zwischennachweis,Muss die Mitarbeit am Projekt arbeitsvertraglich geregelt sein?,Bei einer Ausgabenförderung muss die Mitarbeit im Projekt direkt im Arbeitsvertrag ausgewiesen werden oder wurde durch einen entsprechenden Zusatz zum Arbeitsvertrag ergänzt. Auch eine ggf. anteilige …
---Zwischennachweis,Muss für jede Ausgabe/Kosten eine Rechnung und ein Zahlungsbeleg vorhanden sein?,"Alle Ausgaben sind in den Beleglisten zu erfassen. Zu allen Ausgaben muss eine Rechnung existieren und ein Zahlungsbeleg verfügbar sein. Ausgaben für eine Reise (Flug, Übernachtung, Tagegeld) können …"
---Zwischennachweis,Sind Abweichungen der Entgeltgruppen erlaubt?,Abweichungen der Entgeltgruppen sind nicht erlaubt. Es sind die gültigen tariflich abgestimmten Sätze anzuwenden.
---Zwischennachweis,Sind Sachbezüge in Form von Mitarbeitergutscheinen förderfähig?,Sachbezüge sind grundsätzlich nicht Bestandteil einer Tarifvereinbarung. Daher sind solche Leisungen an die Mitarbeiter nicht zuwendungsfähig.
---Zwischennachweis,Sollte die Projektleitung einen profi-Online Zugang erhalten?,"Ob die Projektleitenden einen Zugang zu profi-Online erhalten sollen, ist eine interne Angelegenheit des Zuwendungsempfängers. Sofern die Projektleitenden selbst Zahlungsanforderungen …"
---Zwischennachweis,Wann können erhöhte Personalkosten angesetzt werden?,"Die Position Personalkosten bzw. Personalausgaben kann eigenverantwortlich bis zu 20% der bewilligten Höhe überschritten werden, sofern in anderen Position der entsprechende Betrag eingespart wird …"
---Zwischennachweis,Wann werden Brutto- oder Nettoausgaben im Projekt anerkannt?,"Ob Brutto- und Nettoausgaben beantragt bzw. abgerechnet werden können, hängt davon ab, ob der/die Zuwendungsempfänger:in vorsteuerabzugsberechtigt ist oder nicht. Wenn eine Vorsteuerabzugsberechtigung …"
---Zwischennachweis,Was passiert bei überhöhter Mittelanforderung?,"Eine Mittelanforderung, die den tatsächlichen Mittelbedarf in dem entsprechenden Jahr übersteigt, führt zu einem positiven Kassenbestand im Zwischennachweis. In einem solchen Fall ist zu prüfen, ob …"
---Zwischennachweis,"Was passiert mit den Fördermitteln, die im aktuellen Kalenderjahr nicht abgerufen worden sind bzw. wenn ein Mehrbedarf besteht?","In der Regel besteht die Möglichkeit, nicht benötigte Mittel in die Folgejahre zu verschieben. Dafür ist eine zeitnahe Mitteilung an den Projektträger erforderlich. Ein Mehr- oder Minderbedarf an …"
